no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets,asset_to_loan_ratio,cibil_category
3,0,1,7000000,16200000,6,378,20000000,12600000,20300000,5500000,0,2.3142857142857145,58400000,3.6049382716049383,0
5,1,0,5700000,12900000,18,807,4100000,900000,18600000,5500000,1,2.263157894736842,29100000,2.255813953488372,2
1,0,1,8200000,32400000,18,831,22800000,12300000,17700000,7800000,1,3.951219512195122,60600000,1.8703703703703705,2
2,0,0,2100000,5100000,12,674,2200000,3200000,6400000,2400000,1,2.4285714285714284,14200000,2.784313725490196,1
1,0,1,8000000,28100000,18,725,1900000,12800000,23000000,7500000,1,3.5125,45200000,1.6085409252669038,2
2,0,0,8000000,29300000,4,600,16500000,13200000,29400000,6500000,1,3.6625,65600000,2.2389078498293515,1
0,0,1,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0,2.872340425531915,44700000,1.6555555555555554,1
0,1,0,8400000,20600000,10,477,1500000,1500000,25000000,11900000,0,2.4523809523809526,39900000,1.9368932038834952,0
1,0,1,1900000,5000000,6,560,1000000,1900000,6300000,1400000,1,2.6315789473684212,10600000,2.12,1
0,0,1,4200000,16400000,20,539,9500000,2100000,11400000,3100000,0,3.9047619047619047,26100000,1.5914634146341464,1
5,1,0,2600000,9100000,8,852,3700000,700000,10300000,3300000,1,3.5,18000000,1.978021978021978,2
3,0,0,3700000,8500000,20,853,8300000,5700000,7500000,4900000,1,2.2972972972972974,26400000,3.1058823529411765,2
0,1,0,8800000,30900000,12,729,1700000,700000,25700000,11400000,1,3.5113636363636362,39500000,1.27831715210356,2
2,0,0,2100000,4700000,2,546,6000000,3200000,5700000,1500000,0,2.238095238095238,16400000,3.4893617021276597,1
3,1,1,900000,2400000,10,489,800000,0,2800000,500000,0,2.6666666666666665,4100000,1.7083333333333333,0
3,1,1,9800000,35400000,6,869,14400000,16400000,22800000,10300000,1,3.6122448979591835,63900000,1.805084745762712,2
2,0,0,8000000,20000000,2,502,4100000,2200000,31600000,9900000,0,2.5,47800000,2.39,1
0,1,0,9800000,38800000,8,652,23200000,19000000,29700000,5400000,1,3.9591836734693877,77300000,1.9922680412371134,1
0,0,1,300000,1100000,8,789,400000,100000,800000,400000,1,3.6666666666666665,1700000,1.5454545454545454,2
4,0,0,2700000,8100000,4,325,5000000,800000,9900000,3400000,1,3.0,19100000,2.3580246913580245,0
3,1,1,7400000,19600000,2,716,4100000,8900000,29100000,4200000,1,2.6486486486486487,46300000,2.3622448979591835,2
3,1,0,9200000,34300000,18,523,25600000,4000000,29100000,8800000,0,3.7282608695652173,67500000,1.967930029154519,1
5,0,0,9500000,22200000,20,352,24500000,0,30800000,7000000,0,2.336842105263158,62300000,2.8063063063063063,0
5,1,1,3800000,14400000,2,345,3300000,800000,13000000,4700000,1,3.789473684210526,21800000,1.5138888888888888,0
0,1,0,8300000,19400000,18,649,2500000,16100000,24300000,11300000,1,2.3373493975903616,54200000,2.7938144329896906,1
2,1,1,2800000,7400000,18,666,100000,2300000,6300000,3400000,1,2.642857142857143,12100000,1.635135135135135,1
0,1,0,8600000,20900000,10,813,11300000,11900000,26000000,4800000,1,2.4302325581395348,54000000,2.583732057416268,2
0,0,0,5400000,16800000,10,599,5300000,7400000,14500000,7600000,1,3.111111111111111,34800000,2.0714285714285716,1
5,1,1,4200000,9400000,6,678,4700000,5500000,9900000,5700000,1,2.238095238095238,25800000,2.74468085106383,1
5,0,0,5200000,12200000,20,513,13400000,2000000,16800000,5400000,0,2.3461538461538463,37600000,3.081967213114754,1
5,1,0,9400000,27900000,4,870,1100000,200000,29500000,10400000,1,2.9680851063829787,41200000,1.4767025089605734,2
3,1,0,8800000,20400000,8,483,3200000,11400000,28200000,11800000,0,2.3181818181818183,54600000,2.676470588235294,0
1,1,1,5900000,16700000,16,308,5800000,8800000,19100000,5300000,0,2.830508474576271,39000000,2.3353293413173652,0
3,1,1,1700000,4900000,16,591,4700000,1000000,4300000,1400000,1,2.8823529411764706,11400000,2.326530612244898,1
1,0,0,7000000,23000000,10,886,14000000,3700000,26700000,3600000,1,3.2857142857142856,48000000,2.0869565217391304,2
4,0,0,1700000,4000000,6,829,0,1600000,5200000,1700000,1,2.3529411764705883,8500000,2.125,2
0,0,0,1500000,4900000,12,651,1600000,2800000,4600000,800000,1,3.2666666666666666,9800000,2.0,1
4,0,0,2000000,4700000,18,733,3700000,3700000,7000000,2800000,1,2.35,17200000,3.6595744680851063,2
5,1,1,3900000,15500000,12,433,9500000,5400000,7900000,4600000,0,3.9743589743589745,27400000,1.767741935483871,0
1,1,1,900000,3600000,14,713,1300000,1000000,1800000,1200000,1,4.0,5300000,1.4722222222222223,2
1,1,0,6900000,22500000,18,403,800000,8400000,16900000,6300000,0,3.260869565217391,32400000,1.44,0
0,1,1,2800000,7800000,10,405,7800000,2500000,7100000,3400000,0,2.7857142857142856,20800000,2.6666666666666665,0
3,1,1,6800000,19900000,10,516,16000000,6000000,26000000,8500000,0,2.926470588235294,56500000,2.8391959798994977,1
4,0,1,600000,1800000,8,417,1700000,700000,1800000,800000,0,3.0,5000000,2.7777777777777777,0
1,0,0,4700000,14000000,6,468,11300000,1800000,10600000,4600000,0,2.978723404255319,28300000,2.0214285714285714,0
5,1,1,3000000,11800000,10,672,8700000,3600000,9800000,4100000,1,3.933333333333333,26200000,2.2203389830508473,1
5,0,0,4000000,13900000,6,530,6000000,5600000,12500000,6000000,0,3.475,30100000,2.1654676258992804,1
1,0,1,3100000,11300000,14,824,3700000,6000000,11000000,4400000,1,3.6451612903225805,25100000,2.2212389380530975,2
1,0,1,7700000,25500000,12,549,18100000,10600000,20500000,7000000,0,3.311688311688312,56200000,2.203921568627451,1
5,0,1,4300000,9300000,10,450,2100000,6700000,10000000,4100000,0,2.1627906976744184,22900000,2.4623655913978495,0
1,1,1,5800000,19500000,20,431,13800000,5000000,15600000,3300000,0,3.3620689655172415,37700000,1.9333333333333333,0
3,1,1,3600000,10700000,16,312,2300000,1600000,13100000,5200000,0,2.9722222222222223,22200000,2.074766355140187,0
0,0,1,2900000,7600000,8,320,8000000,5600000,9600000,3100000,0,2.6206896551724137,26300000,3.460526315789474,0
0,1,0,8800000,20200000,4,433,16000000,4200000,30500000,12400000,0,2.2954545454545454,63100000,3.123762376237624,0
1,0,1,300000,1000000,10,431,400000,500000,900000,100000,0,3.3333333333333335,1900000,1.9,0
5,0,1,8600000,28900000,8,516,9900000,1800000,30200000,6800000,0,3.36046511627907,48700000,1.685121107266436,1
2,0,1,3500000,12000000,14,476,1100000,6800000,12400000,2900000,0,3.4285714285714284,23200000,1.9333333333333333,0
5,1,0,800000,2600000,6,560,100000,200000,3000000,1000000,1,3.25,4300000,1.6538461538461537,1
2,1,0,8000000,27100000,12,674,14400000,400000,25300000,6400000,1,3.3875,46500000,1.7158671586715868,1
0,0,1,9900000,38200000,6,573,17200000,10000000,20100000,5900000,1,3.8585858585858586,53200000,1.3926701570680629,1
2,0,0,3300000,6600000,6,331,6300000,2000000,8900000,2700000,0,2.0,19900000,3.015151515151515,0
4,1,1,2000000,6700000,12,633,100000,800000,4800000,2000000,1,3.35,7700000,1.1492537313432836,1
3,0,0,4900000,12900000,18,877,1800000,7000000,17900000,3300000,1,2.63265306122449,30000000,2.3255813953488373,2
5,0,1,9200000,23600000,12,656,1400000,11200000,36400000,4900000,1,2.5652173913043477,53900000,2.2838983050847457,1
0,0,0,7500000,18200000,6,782,7400000,12000000,19800000,4100000,1,2.4266666666666667,43300000,2.379120879120879,2
5,0,0,9000000,29300000,4,531,10400000,9500000,35500000,5800000,1,3.2555555555555555,61200000,2.0887372013651877,1
3,0,0,1400000,4100000,8,455,3000000,1400000,2900000,2100000,0,2.9285714285714284,9400000,2.292682926829268,0
3,1,0,9600000,19900000,14,452,4200000,16200000,28500000,6600000,0,2.0729166666666665,55500000,2.7889447236180906,0
2,1,0,8400000,33200000,14,474,19600000,15000000,25400000,11500000,0,3.9523809523809526,71500000,2.1536144578313254,0
3,0,0,6400000,24400000,4,483,7800000,2400000,19100000,4500000,1,3.8125,33800000,1.3852459016393444,0
4,1,0,5900000,16800000,8,481,6900000,11400000,19500000,3300000,0,2.847457627118644,41100000,2.4464285714285716,0
2,1,1,2200000,5100000,20,859,3800000,1200000,6400000,3100000,1,2.3181818181818183,14500000,2.843137254901961,2
4,1,1,5600000,14100000,14,696,9000000,9200000,16500000,6800000,1,2.517857142857143,41500000,2.9432624113475176,1
4,0,0,9800000,28700000,6,778,16600000,7400000,29700000,11100000,1,2.9285714285714284,64800000,2.2578397212543555,2
4,1,0,4400000,14600000,4,499,1300000,6500000,16100000,5700000,1,3.3181818181818183,29600000,2.0273972602739727,0
2,0,1,2400000,4900000,4,888,6400000,4300000,5100000,3400000,1,2.0416666666666665,19200000,3.9183673469387754,2
1,1,0,4400000,10800000,12,674,9600000,2700000,17200000,5300000,1,2.4545454545454546,34800000,3.2222222222222223,1
4,1,0,3700000,13200000,4,802,9800000,2400000,12500000,4300000,1,3.5675675675675675,29000000,2.196969696969697,2
4,0,1,2300000,7800000,8,540,1500000,3400000,4700000,2800000,0,3.391304347826087,12400000,1.5897435897435896,1
4,1,1,5900000,19600000,8,726,17400000,6800000,20100000,8000000,1,3.3220338983050848,52300000,2.6683673469387754,2
4,0,1,6400000,23500000,2,485,7300000,2700000,23600000,3900000,1,3.671875,37500000,1.5957446808510638,0
4,1,1,4900000,17100000,6,612,1300000,7000000,19500000,5000000,1,3.489795918367347,32800000,1.9181286549707601,1
3,0,1,9500000,24200000,8,879,3100000,17200000,26400000,12700000,1,2.5473684210526315,59400000,2.4545454545454546,2
2,0,0,5700000,16400000,12,708,3700000,800000,15000000,4400000,1,2.8771929824561404,23900000,1.4573170731707317,2
2,0,1,2700000,5700000,8,850,3500000,5000000,10500000,3900000,1,2.111111111111111,22900000,4.017543859649122,2
2,0,1,3900000,11300000,12,516,3100000,0,10400000,4600000,0,2.8974358974358974,18100000,1.6017699115044248,1
0,0,0,7800000,28800000,12,465,4700000,7500000,28800000,7400000,0,3.6923076923076925,48400000,1.6805555555555556,0
0,1,0,1100000,3200000,20,716,1800000,1400000,3600000,1500000,1,2.909090909090909,8300000,2.59375,2
4,0,0,200000,600000,10,404,0,100000,400000,0,0,3.0,500000,0.8333333333333334,0
0,0,1,4700000,10600000,20,512,8400000,4000000,12300000,7000000,0,2.25531914893617,31700000,2.990566037735849,1
3,0,1,8200000,20600000,10,441,16100000,11400000,29100000,6100000,0,2.5121951219512195,62700000,3.0436893203883497,0
2,0,1,4600000,18400000,2,555,7700000,2400000,14200000,4200000,1,4.0,28500000,1.548913043478261,1
5,0,0,1800000,7000000,18,466,2600000,2100000,6000000,1900000,0,3.888888888888889,12600000,1.8,0
3,1,1,3200000,8600000,2,427,3900000,1800000,7100000,4700000,0,2.6875,17500000,2.0348837209302326,0
4,0,1,5500000,20000000,14,593,15100000,2700000,19900000,4900000,1,3.6363636363636362,42600000,2.13,1
3,1,0,7900000,18300000,10,731,4200000,3400000,22200000,8400000,1,2.3164556962025316,38200000,2.087431693989071,2
1,1,1,4000000,10100000,16,451,7000000,3900000,14300000,3900000,0,2.525,29100000,2.881188118811881,0
3,0,1,6800000,16900000,18,628,3600000,900000,15600000,4900000,1,2.485294117647059,25000000,1.4792899408284024,1
1,0,0,2700000,9400000,18,704,5300000,2300000,6400000,2400000,1,3.4814814814814814,16400000,1.7446808510638299,2
2,0,0,6800000,23500000,12,341,19300000,11800000,14300000,8500000,0,3.4558823529411766,53900000,2.293617021276596,0
5,1,0,8600000,21000000,8,465,11700000,14900000,19500000,9900000,0,2.441860465116279,56000000,2.6666666666666665,0
4,1,0,8000000,30100000,4,431,11900000,13800000,18800000,11500000,1,3.7625,56000000,1.8604651162790697,0
1,1,1,3700000,12600000,10,424,5400000,1100000,14200000,4400000,0,3.4054054054054053,25100000,1.992063492063492,0
0,1,0,2600000,5100000,14,678,500000,1200000,6000000,3100000,1,1.9615384615384615,10800000,2.1176470588235294,1
4,1,0,4200000,16800000,6,381,9600000,3800000,14800000,5900000,0,4.0,34100000,2.0297619047619047,0
5,1,1,8000000,28000000,10,449,18500000,1500000,17400000,3900000,0,3.5,41300000,1.475,0
1,0,0,7100000,23500000,12,768,6400000,12100000,22400000,7300000,1,3.3098591549295775,48200000,2.051063829787234,2
0,0,0,2000000,7000000,6,666,0,1200000,4300000,1400000,0,3.5,6900000,0.9857142857142858,1
4,0,1,5800000,13300000,14,742,16100000,9300000,16300000,7000000,1,2.293103448275862,48700000,3.661654135338346,2
3,0,1,6700000,15800000,4,445,10500000,7600000,14100000,9100000,0,2.3582089552238807,41300000,2.6139240506329116,0
2,1,0,7300000,28700000,14,634,5900000,3800000,21200000,10800000,1,3.9315068493150687,41700000,1.4529616724738676,1
4,0,0,3300000,9700000,14,782,2500000,0,10400000,2200000,1,2.9393939393939394,15100000,1.556701030927835,2
0,1,0,3000000,7000000,10,781,7200000,600000,11700000,2700000,1,2.3333333333333335,22200000,3.1714285714285713,2
4,0,0,7900000,17200000,14,318,14200000,9500000,23200000,9000000,0,2.1772151898734178,55900000,3.25,0
5,0,0,7600000,24100000,18,721,21900000,11500000,22900000,7200000,1,3.1710526315789473,63500000,2.6348547717842323,2
5,0,0,3700000,9800000,4,563,9500000,5100000,11200000,3000000,1,2.6486486486486487,28800000,2.938775510204082,1
2,0,0,8400000,26300000,4,419,22900000,7900000,29200000,6200000,1,3.130952380952381,66200000,2.517110266159696,0
0,1,1,8200000,20800000,14,372,3800000,100000,26100000,5200000,0,2.5365853658536586,35200000,1.6923076923076923,0
0,0,0,2900000,9500000,18,885,4300000,2300000,6500000,3500000,1,3.2758620689655173,16600000,1.7473684210526317,2
1,0,1,9900000,38400000,12,596,10000000,9300000,36500000,6800000,1,3.878787878787879,62600000,1.6302083333333333,1
0,1,0,4400000,14100000,2,349,3300000,1300000,8800000,6200000,1,3.2045454545454546,19600000,1.3900709219858156,0
1,0,1,9000000,32200000,16,468,4500000,16400000,28600000,10900000,0,3.577777777777778,60400000,1.875776397515528,0
3,0,1,6800000,26900000,16,818,14700000,10400000,26300000,7300000,1,3.9558823529411766,58700000,2.1821561338289963,2
2,0,0,8700000,28000000,12,543,16900000,6000000,22900000,6700000,0,3.218390804597701,52500000,1.875,1
3,1,0,9400000,21900000,16,685,8100000,5600000,34500000,5000000,1,2.3297872340425534,53200000,2.4292237442922375,1
3,0,1,6000000,12500000,18,851,14600000,5000000,16800000,5000000,1,2.0833333333333335,41400000,3.312,2
1,0,1,9400000,29800000,10,377,24100000,18500000,30900000,11700000,0,3.1702127659574466,85200000,2.859060402684564,0
0,0,1,1000000,4000000,10,620,2400000,1300000,3700000,1100000,1,4.0,8500000,2.125,1
3,1,1,900000,2300000,20,611,600000,1500000,1900000,500000,1,2.5555555555555554,4500000,1.9565217391304348,1
4,0,0,2100000,7700000,4,767,1200000,1700000,6900000,1300000,1,3.6666666666666665,11100000,1.4415584415584415,2
5,1,1,1100000,3200000,20,592,3200000,700000,3500000,500000,1,2.909090909090909,7900000,2.46875,1
0,1,1,600000,2300000,4,319,1600000,800000,2300000,700000,1,3.8333333333333335,5400000,2.347826086956522,0
4,0,1,9200000,25500000,10,900,9400000,10500000,27400000,12800000,1,2.7717391304347827,60100000,2.3568627450980393,2
2,0,1,3600000,12800000,18,814,8600000,4100000,10300000,4100000,1,3.5555555555555554,27100000,2.1171875,2
5,0,1,1300000,5000000,10,755,2100000,2200000,4800000,1900000,1,3.8461538461538463,11000000,2.2,2
5,1,1,7700000,16800000,20,584,8600000,4800000,23400000,8000000,1,2.1818181818181817,44800000,2.6666666666666665,1
4,1,1,9500000,23500000,14,380,22900000,6700000,25100000,7300000,0,2.473684210526316,62000000,2.6382978723404253,0
2,0,1,5000000,17600000,20,465,6200000,5200000,16500000,5200000,0,3.52,33100000,1.8806818181818181,0
0,0,0,500000,1800000,2,531,1300000,500000,1900000,700000,1,3.6,4400000,2.4444444444444446,1
1,1,1,8300000,32100000,16,814,18500000,2700000,28900000,7500000,1,3.8674698795180724,57600000,1.794392523364486,2
0,1,0,5300000,17900000,6,678,4700000,3900000,14400000,3600000,1,3.3773584905660377,26600000,1.4860335195530727,1
2,0,1,9300000,29000000,12,655,7900000,6800000,29900000,4900000,1,3.118279569892473,49500000,1.706896551724138,1
3,0,0,2300000,7400000,2,682,6500000,2400000,7600000,2100000,1,3.217391304347826,18600000,2.5135135135135136,1
1,0,0,400000,1300000,6,695,200000,500000,800000,100000,1,3.25,1600000,1.2307692307692308,1
3,0,0,3200000,10800000,4,833,2600000,1000000,8700000,2600000,1,3.375,14900000,1.3796296296296295,2
5,0,1,9400000,35300000,16,302,4100000,12500000,37000000,12900000,0,3.75531914893617,66500000,1.8838526912181304,0
1,1,0,2300000,6600000,2,357,5900000,200000,6000000,2200000,0,2.869565217391304,14300000,2.1666666666666665,0
5,0,0,4300000,14500000,12,302,12500000,4300000,12500000,5100000,0,3.372093023255814,34400000,2.372413793103448,0
0,1,1,6200000,22400000,18,873,15700000,6600000,15800000,8200000,1,3.6129032258064515,46300000,2.0669642857142856,2
0,0,1,7200000,19800000,12,658,12700000,8100000,25000000,7300000,1,2.75,53100000,2.6818181818181817,1
5,1,1,2400000,8700000,18,877,2800000,2900000,7100000,1100000,1,3.625,13900000,1.5977011494252873,2
3,0,0,2900000,6300000,8,648,3400000,3400000,7600000,1400000,1,2.1724137931034484,15800000,2.507936507936508,1
1,1,0,1400000,5200000,12,730,2900000,0,3700000,700000,1,3.7142857142857144,7300000,1.4038461538461537,2
4,0,1,2200000,8200000,14,737,5800000,2800000,8200000,1400000,1,3.727272727272727,18200000,2.2195121951219514,2
2,1,1,800000,3200000,10,584,0,200000,2100000,700000,0,4.0,3000000,0.9375,1
0,1,0,600000,1700000,2,621,400000,400000,2000000,200000,1,2.8333333333333335,3000000,1.7647058823529411,1
4,1,1,700000,2700000,16,583,1100000,1200000,1400000,300000,1,3.857142857142857,4000000,1.4814814814814814,1
2,0,0,8400000,25900000,16,621,8600000,13400000,33500000,4200000,1,3.0833333333333335,59700000,2.305019305019305,1
2,0,0,7100000,21500000,16,610,5800000,12100000,14200000,9300000,1,3.028169014084507,41400000,1.9255813953488372,1
4,1,0,5400000,15700000,18,452,13700000,2600000,16500000,6600000,0,2.9074074074074074,39400000,2.5095541401273884,0
5,1,0,3700000,7300000,18,339,9300000,100000,13900000,5300000,0,1.972972972972973,28600000,3.9178082191780823,0
3,1,1,5200000,15200000,16,650,1300000,5700000,13500000,4100000,1,2.923076923076923,24600000,1.618421052631579,1
4,0,1,200000,700000,10,672,200000,200000,300000,300000,1,3.5,1000000,1.4285714285714286,1
3,1,0,500000,1000000,20,501,800000,800000,900000,200000,0,2.0,2700000,2.7,1
2,0,1,1800000,5700000,4,809,1200000,1900000,6300000,2400000,1,3.1666666666666665,11800000,2.0701754385964914,2
5,1,1,9200000,29400000,8,318,18000000,5900000,33800000,5400000,0,3.1956521739130435,63100000,2.1462585034013606,0
4,0,0,900000,3300000,10,649,0,400000,1800000,1200000,1,3.6666666666666665,3400000,1.0303030303030303,1
3,0,0,7500000,28300000,12,367,9200000,11300000,22700000,7000000,0,3.7733333333333334,50200000,1.773851590106007,0
5,0,0,3000000,11800000,6,847,8200000,2200000,7100000,2300000,1,3.933333333333333,19800000,1.6779661016949152,2
5,1,0,7100000,18900000,12,360,10700000,1100000,19800000,8500000,0,2.6619718309859155,40100000,2.121693121693122,0
1,1,1,3500000,7200000,2,865,4100000,3200000,11900000,4200000,1,2.057142857142857,23400000,3.25,2
4,0,0,4900000,18800000,16,880,4200000,4700000,13200000,2600000,1,3.836734693877551,24700000,1.3138297872340425,2
1,1,0,4100000,8400000,20,608,1400000,8000000,10000000,4400000,1,2.048780487804878,23800000,2.8333333333333335,1
0,1,1,800000,2100000,6,760,300000,100000,1600000,600000,1,2.625,2600000,1.2380952380952381,2
3,1,1,1700000,4600000,12,385,1500000,1300000,5200000,1700000,0,2.7058823529411766,9700000,2.108695652173913,0
0,1,1,6100000,23300000,12,478,3800000,2300000,17700000,4900000,0,3.819672131147541,28700000,1.2317596566523605,0
